event_id,game_session_id,user_id,game_id,event_type,event_ts
ge_000009346_s,g_000009346,u_001721,valorant,game_session_started,2025-01-01 13:51:54
ge_000005286_e,g_000005286,u_000454,cs2,game_session_ended,2025-01-01 13:56:56
ge_000006652_e,g_000006652,u_000029,cs2,game_session_ended,2025-01-01 14:00:50
ge_000020862_s,g_000020862,u_001450,tft,game_session_started,2025-01-01 14:02:41
ge_000017250_s,g_000017250,u_000564,tft,game_session_started,2025-01-01 14:06:21
ge_000005977_s,g_000005977,u_001767,league,game_session_started,2025-01-01 14:08:10
ge_000021097_s,g_000021097,u_000927,fortnite,game_session_started,2025-01-01 14:08:32
ge_000001995_e,g_000001995,u_001050,minecraft,game_session_ended,2025-01-01 14:09:12
ge_000011980_e,g_000011980,u_000308,valorant,game_session_ended,2025-01-01 14:09:49
ge_000011739_e,g_000011739,u_000193,minecraft,game_session_ended,2025-01-01 14:15:17
ge_000014619_s,g_000014619,u_001131,tft,game_session_started,2025-01-01 14:17:01
ge_000013997_s,g_000013997,u_001649,cs2,game_session_started,2025-01-01 14:18:41
ge_000004443_e,g_000004443,u_001941,league,game_session_ended,2025-01-01 14:19:08
ge_000018863_e,g_000018863,u_001396,valorant,game_session_ended,2025-01-01 14:22:15
ge_000019228_s,g_000019228,u_001713,apex,game_session_started,2025-01-01 14:25:17
ge_000021679_s,g_000021679,u_000673,league,game_session_started,2025-01-01 14:27:07
ge_000011111_s,g_000011111,u_001906,valorant,game_session_started,2025-01-01 14:34:11
ge_000010693_s,g_000010693,u_000827,tft,game_session_started,2025-01-01 14:36:27
ge_000013997_e,g_000013997,u_001649,cs2,game_session_ended,2025-01-01 14:37:41
ge_000007861_s,g_000007861,u_001576,fortnite,game_session_started,2025-01-01 14:38:27
ge_000021097_e,g_000021097,u_000927,fortnite,game_session_ended,2025-01-01 14:40:32
ge_000011356_s,g_000011356,u_001219,league,game_session_started,2025-01-01 14:41:09
ge_000008498_e,g_000008498,u_001035,cs2,game_session_ended,2025-01-01 14:43:49
ge_000005765_s,g_000005765,u_001095,cs2,game_session_started,2025-01-01 14:44:57
ge_000021679_e,g_000021679,u_000673,league,game_session_ended,2025-01-01 14:46:07
ge_000008160_s,g_000008160,u_000905,tft,game_session_started,2025-01-01 14:48:22
ge_000005977_e,g_000005977,u_001767,league,game_session_ended,2025-01-01 14:49:10
ge_000012097_s,g_000012097,u_000852,tft,game_session_started,2025-01-01 14:50:24
ge_000020862_e,g_000020862,u_001450,tft,game_session_ended,2025-01-01 14:50:41
ge_000000161_s,g_000000161,u_000691,league,game_session_started,2025-01-01 14:52:28
ge_000017456_s,g_000017456,u_000191,tft,game_session_started,2025-01-01 14:57:38
ge_000007861_e,g_000007861,u_001576,fortnite,game_session_ended,2025-01-01 14:58:27
ge_000019950_s,g_000019950,u_000952,fortnite,game_session_started,2025-01-01 14:58:59
ge_000001445_s,g_000001445,u_000961,cs2,game_session_started,2025-01-01 15:00:44
ge_000017250_e,g_000017250,u_000564,tft,game_session_ended,2025-01-01 15:04:21
ge_000007740_s,g_000007740,u_001144,cs2,game_session_started,2025-01-01 15:07:30
ge_000019098_s,g_000019098,u_001905,minecraft,game_session_started,2025-01-01 15:09:17
ge_000012097_e,g_000012097,u_000852,tft,game_session_ended,2025-01-01 15:11:24
ge_000001794_s,g_000001794,u_001930,apex,game_session_started,2025-01-01 15:11:50
ge_000019553_s,g_000019553,u_000907,apex,game_session_started,2025-01-01 15:13:31
ge_000021002_s,g_000021002,u_001887,league,game_session_started,2025-01-01 15:14:37
ge_000006780_s,g_000006780,u_000381,minecraft,game_session_started,2025-01-01 15:15:34
ge_000004923_s,g_000004923,u_001100,league,game_session_started,2025-01-01 15:16:07
ge_000014663_s,g_000014663,u_001646,tft,game_session_started,2025-01-01 15:18:09
ge_000008160_e,g_000008160,u_000905,tft,game_session_ended,2025-01-01 15:18:22
ge_000006780_e,g_000006780,u_000381,minecraft,game_session_ended,2025-01-01 15:18:34
ge_000009836_s,g_000009836,u_001310,minecraft,game_session_started,2025-01-01 15:19:05
ge_000017364_s,g_000017364,u_000220,minecraft,game_session_started,2025-01-01 15:19:12
ge_000012271_s,g_000012271,u_000698,valorant,game_session_started,2025-01-01 15:19:18
ge_000010693_e,g_000010693,u_000827,tft,game_session_ended,2025-01-01 15:19:27
ge_000011111_e,g_000011111,u_001906,valorant,game_session_ended,2025-01-01 15:20:11
ge_000017364_e,g_000017364,u_000220,minecraft,game_session_ended,2025-01-01 15:21:12
ge_000008383_s,g_000008383,u_001604,league,game_session_started,2025-01-01 15:21:40
ge_000019228_e,g_000019228,u_001713,apex,game_session_ended,2025-01-01 15:24:17
ge_000011356_e,g_000011356,u_001219,league,game_session_ended,2025-01-01 15:25:09
ge_000007740_e,g_000007740,u_001144,cs2,game_session_ended,2025-01-01 15:25:30
ge_000020528_s,g_000020528,u_000204,league,game_session_started,2025-01-01 15:26:30
ge_000019098_e,g_000019098,u_001905,minecraft,game_session_ended,2025-01-01 15:27:17
ge_000005765_e,g_000005765,u_001095,cs2,game_session_ended,2025-01-01 15:30:57
ge_000019553_e,g_000019553,u_000907,apex,game_session_ended,2025-01-01 15:32:31
ge_000001794_e,g_000001794,u_001930,apex,game_session_ended,2025-01-01 15:32:50
ge_000004251_s,g_000004251,u_001303,cs2,game_session_started,2025-01-01 15:35:24
ge_000002022_s,g_000002022,u_001611,tft,game_session_started,2025-01-01 15:38:12
ge_000019950_e,g_000019950,u_000952,fortnite,game_session_ended,2025-01-01 15:38:59
ge_000021002_e,g_000021002,u_001887,league,game_session_ended,2025-01-01 15:40:37
ge_000017456_e,g_000017456,u_000191,tft,game_session_ended,2025-01-01 15:40:38
ge_000006923_s,g_000006923,u_001903,tft,game_session_started,2025-01-01 15:43:43
ge_000001280_s,g_000001280,u_000204,fortnite,game_session_started,2025-01-01 15:44:28
ge_000001445_e,g_000001445,u_000961,cs2,game_session_ended,2025-01-01 15:44:44
ge_000007176_s,g_000007176,u_000700,fortnite,game_session_started,2025-01-01 15:49:10
ge_000004923_e,g_000004923,u_001100,league,game_session_ended,2025-01-01 15:50:07
ge_000020746_s,g_000020746,u_000896,cs2,game_session_started,2025-01-01 15:50:42
ge_000009324_s,g_000009324,u_000367,fortnite,game_session_started,2025-01-01 15:53:02
ge_000000161_e,g_000000161,u_000691,league,game_session_ended,2025-01-01 15:54:28
ge_000006316_s,g_000006316,u_000251,valorant,game_session_started,2025-01-01 15:58:18
ge_000016723_s,g_000016723,u_001685,cs2,game_session_started,2025-01-01 16:00:53
ge_000015489_s,g_000015489,u_000315,valorant,game_session_started,2025-01-01 16:02:00
ge_000004938_s,g_000004938,u_000410,valorant,game_session_started,2025-01-01 16:03:54
ge_000012271_e,g_000012271,u_000698,valorant,game_session_ended,2025-01-01 16:05:18
ge_000005073_s,g_000005073,u_001731,fortnite,game_session_started,2025-01-01 16:10:55
ge_000014009_s,g_000014009,u_001314,apex,game_session_started,2025-01-01 16:11:03
ge_000012811_s,g_000012811,u_000463,valorant,game_session_started,2025-01-01 16:11:44
ge_000020697_s,g_000020697,u_001144,apex,game_session_started,2025-01-01 16:13:48
ge_000009836_e,g_000009836,u_001310,minecraft,game_session_ended,2025-01-01 16:14:05
ge_000020528_e,g_000020528,u_000204,league,game_session_ended,2025-01-01 16:15:30
ge_000020746_e,g_000020746,u_000896,cs2,game_session_ended,2025-01-01 16:15:42
ge_000020851_s,g_000020851,u_000469,apex,game_session_started,2025-01-01 16:16:43
ge_000011077_s,g_000011077,u_001262,apex,game_session_started,2025-01-01 16:17:34
ge_000006923_e,g_000006923,u_001903,tft,game_session_ended,2025-01-01 16:17:43
ge_000009410_s,g_000009410,u_000385,apex,game_session_started,2025-01-01 16:17:47
ge_000002927_s,g_000002927,u_000185,fortnite,game_session_started,2025-01-01 16:18:23
ge_000014663_e,g_000014663,u_001646,tft,game_session_ended,2025-01-01 16:19:09
ge_000005398_s,g_000005398,u_001283,valorant,game_session_started,2025-01-01 16:20:33
ge_000014009_e,g_000014009,u_001314,apex,game_session_ended,2025-01-01 16:21:03
ge_000002022_e,g_000002022,u_001611,tft,game_session_ended,2025-01-01 16:21:12
ge_000004251_e,g_000004251,u_001303,cs2,game_session_ended,2025-01-01 16:22:24
ge_000006964_s,g_000006964,u_001780,minecraft,game_session_started,2025-01-01 16:22:54
ge_000017806_s,g_000017806,u_000323,tft,game_session_started,2025-01-01 16:23:23
ge_000021312_s,g_000021312,u_001675,fortnite,game_session_started,2025-01-01 16:24:14
ge_000001280_e,g_000001280,u_000204,fortnite,game_session_ended,2025-01-01 16:25:28
ge_000005073_e,g_000005073,u_001731,fortnite,game_session_ended,2025-01-01 16:26:55
ge_000009324_e,g_000009324,u_000367,fortnite,game_session_ended,2025-01-01 16:28:02
ge_000008383_e,g_000008383,u_001604,league,game_session_ended,2025-01-01 16:30:40
ge_000012811_e,g_000012811,u_000463,valorant,game_session_ended,2025-01-01 16:33:44
ge_000016161_s,g_000016161,u_000235,tft,game_session_started,2025-01-01 16:34:20
ge_000015489_e,g_000015489,u_000315,valorant,game_session_ended,2025-01-01 16:36:00
ge_000012945_s,g_000012945,u_000240,apex,game_session_started,2025-01-01 16:37:43
ge_000006316_e,g_000006316,u_000251,valorant,game_session_ended,2025-01-01 16:40:18
ge_000005398_e,g_000005398,u_001283,valorant,game_session_ended,2025-01-01 16:40:33
ge_000006964_e,g_000006964,u_001780,minecraft,game_session_ended,2025-01-01 16:41:54
ge_000020697_e,g_000020697,u_001144,apex,game_session_ended,2025-01-01 16:43:48
ge_000004338_s,g_000004338,u_001557,valorant,game_session_started,2025-01-01 16:44:25
ge_000008102_s,g_000008102,u_001393,fortnite,game_session_started,2025-01-01 16:47:46
ge_000007311_s,g_000007311,u_000105,valorant,game_session_started,2025-01-01 16:49:17
ge_000015310_s,g_000015310,u_000991,league,game_session_started,2025-01-01 16:49:32
ge_000016723_e,g_000016723,u_001685,cs2,game_session_ended,2025-01-01 16:49:53
ge_000015968_s,g_000015968,u_000221,apex,game_session_started,2025-01-01 16:50:30
ge_000004938_e,g_000004938,u_000410,valorant,game_session_ended,2025-01-01 16:53:54
ge_000007176_e,g_000007176,u_000700,fortnite,game_session_ended,2025-01-01 16:56:10
ge_000020851_e,g_000020851,u_000469,apex,game_session_ended,2025-01-01 16:56:43
ge_000015673_s,g_000015673,u_001159,apex,game_session_started,2025-01-01 16:57:57
ge_000009410_e,g_000009410,u_000385,apex,game_session_ended,2025-01-01 16:58:47
ge_000018212_s,g_000018212,u_001476,cs2,game_session_started,2025-01-01 17:02:10
ge_000015968_e,g_000015968,u_000221,apex,game_session_ended,2025-01-01 17:04:30
ge_000010208_s,g_000010208,u_000439,league,game_session_started,2025-01-01 17:04:40
ge_000017806_e,g_000017806,u_000323,tft,game_session_ended,2025-01-01 17:06:23
ge_000015673_e,g_000015673,u_001159,apex,game_session_ended,2025-01-01 17:06:57
ge_000020369_s,g_000020369,u_000481,minecraft,game_session_started,2025-01-01 17:08:08
ge_000002927_e,g_000002927,u_000185,fortnite,game_session_ended,2025-01-01 17:10:23
ge_000004338_e,g_000004338,u_001557,valorant,game_session_ended,2025-01-01 17:10:25
ge_000018212_e,g_000018212,u_001476,cs2,game_session_ended,2025-01-01 17:12:10
ge_000007311_e,g_000007311,u_000105,valorant,game_session_ended,2025-01-01 17:12:17
ge_000016161_e,g_000016161,u_000235,tft,game_session_ended,2025-01-01 17:14:20
ge_000021312_e,g_000021312,u_001675,fortnite,game_session_ended,2025-01-01 17:18:14
ge_000011077_e,g_000011077,u_001262,apex,game_session_ended,2025-01-01 17:18:34
ge_000000650_s,g_000000650,u_001574,valorant,game_session_started,2025-01-01 17:25:04
ge_000020166_s,g_000020166,u_000901,cs2,game_session_started,2025-01-01 17:25:16
ge_000016957_s,g_000016957,u_001116,apex,game_session_started,2025-01-01 17:26:22
ge_000004933_s,g_000004933,u_001335,league,game_session_started,2025-01-01 17:26:50
ge_000003171_s,g_000003171,u_001974,cs2,game_session_started,2025-01-01 17:28:10
ge_000011114_s,g_000011114,u_000449,minecraft,game_session_started,2025-01-01 17:29:31
ge_000012945_e,g_000012945,u_000240,apex,game_session_ended,2025-01-01 17:29:43
ge_000003477_s,g_000003477,u_000201,valorant,game_session_started,2025-01-01 17:33:39
ge_000012449_s,g_000012449,u_000418,league,game_session_started,2025-01-01 17:34:33
ge_000008385_s,g_000008385,u_001324,tft,game_session_started,2025-01-01 17:34:33
ge_000019884_s,g_000019884,u_001331,minecraft,game_session_started,2025-01-01 17:35:58
ge_000007436_s,g_000007436,u_000297,cs2,game_session_started,2025-01-01 17:37:24
ge_000017216_s,g_000017216,u_000661,tft,game_session_started,2025-01-01 17:37:56
ge_000018787_s,g_000018787,u_001646,apex,game_session_started,2025-01-01 17:39:41
ge_000004549_s,g_000004549,u_000812,apex,game_session_started,2025-01-01 17:40:28
ge_000021471_s,g_000021471,u_000636,apex,game_session_started,2025-01-01 17:40:50
ge_000020369_e,g_000020369,u_000481,minecraft,game_session_ended,2025-01-01 17:41:08
ge_000020166_e,g_000020166,u_000901,cs2,game_session_ended,2025-01-01 17:41:16
ge_000008102_e,g_000008102,u_001393,fortnite,game_session_ended,2025-01-01 17:43:46
ge_000015310_e,g_000015310,u_000991,league,game_session_ended,2025-01-01 17:44:32
ge_000013493_s,g_000013493,u_001718,apex,game_session_started,2025-01-01 17:44:59
ge_000014371_s,g_000014371,u_000296,league,game_session_started,2025-01-01 17:51:48
ge_000017955_s,g_000017955,u_001938,minecraft,game_session_started,2025-01-01 17:57:28
ge_000016957_e,g_000016957,u_001116,apex,game_session_ended,2025-01-01 18:03:22
ge_000009525_s,g_000009525,u_000636,league,game_session_started,2025-01-01 18:06:22
ge_000011562_s,g_000011562,u_001354,valorant,game_session_started,2025-01-01 18:07:08
ge_000017378_s,g_000017378,u_000899,cs2,game_session_started,2025-01-01 18:07:56
ge_000007436_e,g_000007436,u_000297,cs2,game_session_ended,2025-01-01 18:09:24
ge_000008385_e,g_000008385,u_001324,tft,game_session_ended,2025-01-01 18:09:33
ge_000011653_s,g_000011653,u_001721,fortnite,game_session_started,2025-01-01 18:09:43
ge_000014371_e,g_000014371,u_000296,league,game_session_ended,2025-01-01 18:10:48
ge_000000650_e,g_000000650,u_001574,valorant,game_session_ended,2025-01-01 18:11:04
ge_000004933_e,g_000004933,u_001335,league,game_session_ended,2025-01-01 18:13:50
ge_000019884_e,g_000019884,u_001331,minecraft,game_session_ended,2025-01-01 18:13:58
ge_000014529_s,g_000014529,u_000595,valorant,game_session_started,2025-01-01 18:14:44
ge_000003113_s,g_000003113,u_000188,fortnite,game_session_started,2025-01-01 18:16:00
ge_000012449_e,g_000012449,u_000418,league,game_session_ended,2025-01-01 18:16:33
ge_000018787_e,g_000018787,u_001646,apex,game_session_ended,2025-01-01 18:17:41
ge_000019891_s,g_000019891,u_000014,apex,game_session_started,2025-01-01 18:21:15
ge_000009525_e,g_000009525,u_000636,league,game_session_ended,2025-01-01 18:21:22
ge_000007881_s,g_000007881,u_001035,league,game_session_started,2025-01-01 18:22:38
ge_000020041_s,g_000020041,u_001300,apex,game_session_started,2025-01-01 18:23:26
ge_000021471_e,g_000021471,u_000636,apex,game_session_ended,2025-01-01 18:23:50
ge_000010458_s,g_000010458,u_001684,tft,game_session_started,2025-01-01 18:24:54
ge_000020083_s,g_000020083,u_000579,league,game_session_started,2025-01-01 18:24:55
ge_000004549_e,g_000004549,u_000812,apex,game_session_ended,2025-01-01 18:25:28
ge_000003171_e,g_000003171,u_001974,cs2,game_session_ended,2025-01-01 18:29:10
ge_000020596_s,g_000020596,u_000079,fortnite,game_session_started,2025-01-01 18:29:34
ge_000017216_e,g_000017216,u_000661,tft,game_session_ended,2025-01-01 18:29:56
ge_000018579_s,g_000018579,u_001608,league,game_session_started,2025-01-01 18:31:12
ge_000017378_e,g_000017378,u_000899,cs2,game_session_ended,2025-01-01 18:33:56
ge_000018976_s,g_000018976,u_000019,minecraft,game_session_started,2025-01-01 18:34:10
ge_000010565_s,g_000010565,u_000244,minecraft,game_session_started,2025-01-01 18:35:19
ge_000017053_s,g_000017053,u_001579,valorant,game_session_started,2025-01-01 18:35:20
ge_000017955_e,g_000017955,u_001938,minecraft,game_session_ended,2025-01-01 18:35:28
ge_000007881_e,g_000007881,u_001035,league,game_session_ended,2025-01-01 18:35:38
ge_000013493_e,g_000013493,u_001718,apex,game_session_ended,2025-01-01 18:35:59
ge_000013198_s,g_000013198,u_001132,minecraft,game_session_started,2025-01-01 18:37:31
ge_000019909_s,g_000019909,u_000064,valorant,game_session_started,2025-01-01 18:38:49
ge_000015013_s,g_000015013,u_000932,apex,game_session_started,2025-01-01 18:39:11
ge_000002656_s,g_000002656,u_000063,fortnite,game_session_started,2025-01-01 18:39:50
ge_000018419_s,g_000018419,u_000174,fortnite,game_session_started,2025-01-01 18:40:43
ge_000011562_e,g_000011562,u_001354,valorant,game_session_ended,2025-01-01 18:42:08
ge_000018669_s,g_000018669,u_001545,apex,game_session_started,2025-01-01 18:42:39
ge_000011114_e,g_000011114,u_000449,minecraft,game_session_ended,2025-01-01 18:43:31
ge_000019287_s,g_000019287,u_000446,apex,game_session_started,2025-01-01 18:44:34
ge_000011911_s,g_000011911,u_000454,tft,game_session_started,2025-01-01 18:45:47
ge_000000304_s,g_000000304,u_001517,fortnite,game_session_started,2025-01-01 18:50:01
ge_000011653_e,g_000011653,u_001721,fortnite,game_session_ended,2025-01-01 18:50:43
ge_000010458_e,g_000010458,u_001684,tft,game_session_ended,2025-01-01 18:51:54
ge_000006876_s,g_000006876,u_000107,valorant,game_session_started,2025-01-01 18:53:39
ge_000018976_e,g_000018976,u_000019,minecraft,game_session_ended,2025-01-01 18:54:10
ge_000014529_e,g_000014529,u_000595,valorant,game_session_ended,2025-01-01 18:54:44
ge_000020083_e,g_000020083,u_000579,league,game_session_ended,2025-01-01 18:55:55
ge_000020596_e,g_000020596,u_000079,fortnite,game_session_ended,2025-01-01 18:56:34
ge_000016605_s,g_000016605,u_000752,apex,game_session_started,2025-01-01 18:58:01
ge_000018419_e,g_000018419,u_000174,fortnite,game_session_ended,2025-01-01 18:58:43
ge_000007991_s,g_000007991,u_001970,fortnite,game_session_started,2025-01-01 19:00:37
ge_000010565_e,g_000010565,u_000244,minecraft,game_session_ended,2025-01-01 19:01:19
ge_000019891_e,g_000019891,u_000014,apex,game_session_ended,2025-01-01 19:02:15
ge_000015729_s,g_000015729,u_001541,minecraft,game_session_started,2025-01-01 19:02:53
ge_000008123_s,g_000008123,u_000301,tft,game_session_started,2025-01-01 19:03:46
ge_000020041_e,g_000020041,u_001300,apex,game_session_ended,2025-01-01 19:05:26
ge_000015412_s,g_000015412,u_000635,valorant,game_session_started,2025-01-01 19:05:50
ge_000004822_s,g_000004822,u_000466,cs2,game_session_started,2025-01-01 19:06:27
ge_000013198_e,g_000013198,u_001132,minecraft,game_session_ended,2025-01-01 19:06:31
ge_000017053_e,g_000017053,u_001579,valorant,game_session_ended,2025-01-01 19:07:20
ge_000015412_e,g_000015412,u_000635,valorant,game_session_ended,2025-01-01 19:07:50
ge_000015729_e,g_000015729,u_001541,minecraft,game_session_ended,2025-01-01 19:07:53
ge_000003113_e,g_000003113,u_000188,fortnite,game_session_ended,2025-01-01 19:08:00
ge_000012421_s,g_000012421,u_001134,apex,game_session_started,2025-01-01 19:08:04
ge_000018579_e,g_000018579,u_001608,league,game_session_ended,2025-01-01 19:12:12
ge_000014543_s,g_000014543,u_000297,minecraft,game_session_started,2025-01-01 19:12:53
ge_000006463_s,g_000006463,u_001444,cs2,game_session_started,2025-01-01 19:13:16
ge_000015013_e,g_000015013,u_000932,apex,game_session_ended,2025-01-01 19:15:11
ge_000016643_s,g_000016643,u_000078,fortnite,game_session_started,2025-01-01 19:15:12
ge_000009592_s,g_000009592,u_001744,apex,game_session_started,2025-01-01 19:16:02
ge_000006463_e,g_000006463,u_001444,cs2,game_session_ended,2025-01-01 19:16:16
ge_000018669_e,g_000018669,u_001545,apex,game_session_ended,2025-01-01 19:16:39
ge_000016965_s,g_000016965,u_000339,tft,game_session_started,2025-01-01 19:20:23
ge_000010983_s,g_000010983,u_001610,league,game_session_started,2025-01-01 19:21:21
ge_000004134_s,g_000004134,u_001249,minecraft,game_session_started,2025-01-01 19:22:39
ge_000012836_s,g_000012836,u_001996,minecraft,game_session_started,2025-01-01 19:26:37
ge_000008005_s,g_000008005,u_000861,cs2,game_session_started,2025-01-01 19:31:19
ge_000019287_e,g_000019287,u_000446,apex,game_session_ended,2025-01-01 19:31:34
ge_000002656_e,g_000002656,u_000063,fortnite,game_session_ended,2025-01-01 19:31:50
ge_000006876_e,g_000006876,u_000107,valorant,game_session_ended,2025-01-01 19:33:39
ge_000001696_s,g_000001696,u_000418,fortnite,game_session_started,2025-01-01 19:34:06
ge_000002450_s,g_000002450,u_001020,cs2,game_session_started,2025-01-01 19:34:19
ge_000003401_s,g_000003401,u_000223,cs2,game_session_started,2025-01-01 19:34:53
ge_000012323_s,g_000012323,u_000491,minecraft,game_session_started,2025-01-01 19:36:58
ge_000010983_e,g_000010983,u_001610,league,game_session_ended,2025-01-01 19:37:21
ge_000008123_e,g_000008123,u_000301,tft,game_session_ended,2025-01-01 19:37:46
ge_000007698_s,g_000007698,u_000524,fortnite,game_session_started,2025-01-01 19:38:50
ge_000018875_s,g_000018875,u_001858,cs2,game_session_started,2025-01-01 19:41:18
ge_000002156_s,g_000002156,u_000527,minecraft,game_session_started,2025-01-01 19:42:23
ge_000007406_s,g_000007406,u_001991,league,game_session_started,2025-01-01 19:42:59
ge_000007991_e,g_000007991,u_001970,fortnite,game_session_ended,2025-01-01 19:44:37
ge_000017038_s,g_000017038,u_000785,minecraft,game_session_started,2025-01-01 19:45:47
ge_000017444_s,g_000017444,u_000836,apex,game_session_started,2025-01-01 19:46:47
ge_000010298_s,g_000010298,u_001564,valorant,game_session_started,2025-01-01 19:46:58
ge_000011773_s,g_000011773,u_001156,apex,game_session_started,2025-01-01 19:47:02
ge_000013603_s,g_000013603,u_000274,minecraft,game_session_started,2025-01-01 19:47:17
ge_000001842_s,g_000001842,u_000932,apex,game_session_started,2025-01-01 19:47:50
ge_000011911_e,g_000011911,u_000454,tft,game_session_ended,2025-01-01 19:49:47
ge_000020478_s,g_000020478,u_001228,valorant,game_session_started,2025-01-01 19:50:18
ge_000006272_s,g_000006272,u_001202,minecraft,game_session_started,2025-01-01 19:50:28
ge_000016643_e,g_000016643,u_000078,fortnite,game_session_ended,2025-01-01 19:51:12
ge_000019909_e,g_000019909,u_000064,valorant,game_session_ended,2025-01-01 19:52:49
ge_000003577_s,g_000003577,u_000739,tft,game_session_started,2025-01-01 19:52:53
ge_000010298_e,g_000010298,u_001564,valorant,game_session_ended,2025-01-01 19:52:58
ge_000019953_s,g_000019953,u_001886,valorant,game_session_started,2025-01-01 19:53:05
ge_000016030_s,g_000016030,u_000378,apex,game_session_started,2025-01-01 19:53:37
ge_000015284_s,g_000015284,u_001267,valorant,game_session_started,2025-01-01 19:54:14
ge_000002450_e,g_000002450,u_001020,cs2,game_session_ended,2025-01-01 19:54:19
ge_000000304_e,g_000000304,u_001517,fortnite,game_session_ended,2025-01-01 19:57:01
ge_000010038_s,g_000010038,u_000998,cs2,game_session_started,2025-01-01 19:57:45
ge_000014543_e,g_000014543,u_000297,minecraft,game_session_ended,2025-01-01 19:57:53
ge_000016605_e,g_000016605,u_000752,apex,game_session_ended,2025-01-01 19:58:01
ge_000012836_e,g_000012836,u_001996,minecraft,game_session_ended,2025-01-01 19:58:37
ge_000004822_e,g_000004822,u_000466,cs2,game_session_ended,2025-01-01 20:00:27
