user_id,signup_ts,country,signup_platform
u_000077,2025-01-14 00:00:00,IN,desktop
u_000078,2025-02-03 00:00:00,DE,desktop
u_000079,2025-02-10 00:00:00,BR,desktop
u_000080,2025-02-26 00:00:00,FR,desktop
u_000081,2025-01-27 00:00:00,US,desktop
u_000082,2025-01-10 00:00:00,GB,mobile
u_000083,2025-02-19 00:00:00,KR,desktop
u_000084,2025-02-07 00:00:00,BR,mobile
u_000085,2025-02-12 00:00:00,KR,desktop
u_000086,2025-01-06 00:00:00,CA,desktop
u_000087,2025-01-19 00:00:00,KR,desktop
u_000088,2025-02-16 00:00:00,GB,mobile
u_000089,2025-02-19 00:00:00,US,mobile
u_000090,2025-01-27 00:00:00,FR,desktop
u_000091,2025-02-18 00:00:00,GB,mobile
u_000092,2025-02-20 00:00:00,FR,mobile
u_000093,2025-01-24 00:00:00,BR,desktop
u_000094,2025-02-23 00:00:00,BR,web
u_000095,2025-01-18 00:00:00,CA,desktop
u_000096,2025-01-15 00:00:00,MX,desktop
u_000097,2025-02-10 00:00:00,FR,mobile
u_000098,2025-02-08 00:00:00,CA,desktop
u_000099,2025-01-09 00:00:00,DE,desktop
u_000100,2025-02-19 00:00:00,MX,mobile
u_000101,2025-01-12 00:00:00,KR,desktop
u_000102,2025-02-18 00:00:00,BR,mobile
u_000103,2025-01-01 00:00:00,BR,web
u_000104,2025-02-17 00:00:00,FR,mobile
u_000105,2025-02-17 00:00:00,DE,mobile
u_000106,2025-02-16 00:00:00,CA,mobile
u_000107,2025-02-09 00:00:00,BR,web
u_000108,2025-01-29 00:00:00,DE,desktop
u_000109,2025-02-12 00:00:00,DE,desktop
u_000110,2025-01-17 00:00:00,DE,mobile
u_000111,2025-02-16 00:00:00,KR,mobile
u_000112,2025-02-03 00:00:00,MX,desktop
u_000113,2025-01-28 00:00:00,MX,mobile
u_000114,2025-01-31 00:00:00,CA,desktop
u_000115,2025-02-04 00:00:00,DE,web
u_000116,2025-01-03 00:00:00,MX,desktop
u_000117,2025-01-09 00:00:00,JP,desktop
u_000118,2025-01-15 00:00:00,JP,desktop
u_000119,2025-01-07 00:00:00,CA,desktop
u_000120,2025-01-27 00:00:00,CA,desktop
u_000121,2025-02-10 00:00:00,MX,desktop
u_000122,2025-02-09 00:00:00,JP,desktop
u_000123,2025-01-29 00:00:00,KR,desktop
u_000124,2025-02-21 00:00:00,CA,desktop
u_000125,2025-02-03 00:00:00,DE,desktop
u_000126,2025-01-05 00:00:00,GB,desktop
u_000127,2025-02-15 00:00:00,KR,desktop
u_000128,2025-02-04 00:00:00,US,desktop
u_000129,2025-02-08 00:00:00,GB,desktop
u_000130,2025-02-03 00:00:00,CA,desktop
u_000131,2025-02-03 00:00:00,MX,mobile
u_000132,2025-01-06 00:00:00,JP,web
u_000133,2025-02-03 00:00:00,GB,web
u_000134,2025-02-17 00:00:00,IN,mobile
u_000135,2025-01-19 00:00:00,KR,mobile
u_000136,2025-02-06 00:00:00,JP,desktop
u_000137,2025-01-02 00:00:00,US,mobile
u_000138,2025-01-21 00:00:00,JP,mobile
u_000139,2025-01-27 00:00:00,IN,mobile
u_000140,2025-02-28 00:00:00,CA,mobile
u_000141,2025-01-13 00:00:00,FR,desktop
u_000142,2025-01-17 00:00:00,MX,mobile
u_000143,2025-01-25 00:00:00,KR,mobile
u_000144,2025-03-01 00:00:00,GB,desktop
u_000145,2025-02-21 00:00:00,IN,web
u_000146,2025-01-03 00:00:00,BR,desktop
u_000147,2025-01-15 00:00:00,MX,web
u_000148,2025-02-19 00:00:00,FR,mobile
u_000149,2025-01-04 00:00:00,FR,desktop
u_000150,2025-02-21 00:00:00,GB,mobile
u_000151,2025-01-17 00:00:00,GB,desktop
u_000152,2025-02-25 00:00:00,FR,mobile
u_000153,2025-01-18 00:00:00,JP,mobile
u_000154,2025-01-27 00:00:00,CA,mobile
u_000155,2025-02-09 00:00:00,IN,mobile
u_000156,2025-01-08 00:00:00,IN,desktop
u_000157,2025-02-03 00:00:00,KR,desktop
u_000158,2025-01-31 00:00:00,FR,desktop
u_000159,2025-02-17 00:00:00,GB,desktop
u_000160,2025-03-01 00:00:00,FR,desktop
u_000161,2025-02-09 00:00:00,DE,desktop
u_000162,2025-01-25 00:00:00,IN,desktop
u_000163,2025-01-25 00:00:00,MX,desktop
u_000164,2025-01-26 00:00:00,MX,mobile
u_000165,2025-02-18 00:00:00,MX,desktop
u_000166,2025-01-20 00:00:00,GB,mobile
u_000167,2025-01-11 00:00:00,FR,desktop
u_000168,2025-01-21 00:00:00,MX,desktop
u_000169,2025-01-02 00:00:00,MX,mobile
u_000170,2025-01-07 00:00:00,US,desktop
u_000171,2025-01-06 00:00:00,CA,desktop
u_000172,2025-02-16 00:00:00,MX,mobile
u_000173,2025-02-13 00:00:00,CA,desktop
u_000174,2025-02-11 00:00:00,DE,desktop
u_000175,2025-01-28 00:00:00,CA,mobile
u_000176,2025-02-13 00:00:00,BR,desktop
u_000177,2025-01-10 00:00:00,IN,mobile
u_000178,2025-02-24 00:00:00,KR,desktop
u_000179,2025-01-31 00:00:00,IN,web
u_000180,2025-02-26 00:00:00,KR,mobile
u_000181,2025-01-10 00:00:00,DE,web
u_000182,2025-01-30 00:00:00,KR,mobile
u_000183,2025-02-11 00:00:00,KR,desktop
u_000184,2025-01-30 00:00:00,KR,mobile
u_000185,2025-01-27 00:00:00,DE,desktop
u_000186,2025-01-10 00:00:00,GB,mobile
u_000187,2025-01-23 00:00:00,DE,mobile
u_000188,2025-01-15 00:00:00,IN,desktop
u_000189,2025-01-19 00:00:00,JP,web
u_000190,2025-02-11 00:00:00,GB,desktop
u_000191,2025-02-07 00:00:00,IN,mobile
u_000192,2025-02-06 00:00:00,DE,mobile
u_000193,2025-01-22 00:00:00,DE,desktop
u_000194,2025-02-27 00:00:00,KR,mobile
u_000195,2025-01-06 00:00:00,FR,mobile
u_000196,2025-01-21 00:00:00,DE,desktop
u_000197,2025-01-08 00:00:00,FR,mobile
u_000198,2025-01-21 00:00:00,JP,desktop
u_000199,2025-02-27 00:00:00,BR,mobile
u_000200,2025-01-22 00:00:00,GB,desktop
u_000201,2025-02-24 00:00:00,US,web
u_000202,2025-01-30 00:00:00,US,mobile
u_000203,2025-02-11 00:00:00,GB,desktop
u_000204,2025-01-28 00:00:00,IN,desktop
u_000205,2025-01-16 00:00:00,CA,mobile
u_000206,2025-02-15 00:00:00,BR,mobile
u_000207,2025-02-28 00:00:00,FR,desktop
u_000208,2025-01-16 00:00:00,DE,desktop
u_000209,2025-02-16 00:00:00,BR,desktop
u_000210,2025-01-16 00:00:00,KR,web
u_000211,2025-02-13 00:00:00,CA,mobile
u_000212,2025-02-17 00:00:00,KR,mobile
u_000213,2025-01-27 00:00:00,BR,mobile
u_000214,2025-02-14 00:00:00,BR,web
u_000215,2025-01-17 00:00:00,GB,desktop
u_000216,2025-01-05 00:00:00,IN,desktop
u_000217,2025-01-06 00:00:00,MX,web
u_000218,2025-01-27 00:00:00,DE,web
u_000219,2025-02-24 00:00:00,BR,desktop
u_000220,2025-01-08 00:00:00,MX,desktop
u_000221,2025-01-28 00:00:00,BR,mobile
u_000222,2025-02-12 00:00:00,US,desktop
u_000223,2025-01-13 00:00:00,IN,desktop
u_000224,2025-02-13 00:00:00,IN,mobile
u_000225,2025-01-19 00:00:00,KR,desktop
u_000226,2025-02-18 00:00:00,FR,mobile
u_000227,2025-02-04 00:00:00,MX,desktop
u_000228,2025-02-02 00:00:00,DE,desktop
u_000229,2025-01-11 00:00:00,MX,mobile
u_000230,2025-01-28 00:00:00,KR,desktop
u_000231,2025-02-21 00:00:00,US,mobile
u_000232,2025-01-02 00:00:00,MX,desktop
u_000233,2025-02-15 00:00:00,BR,web
u_000234,2025-01-30 00:00:00,JP,mobile
u_000235,2025-02-13 00:00:00,CA,mobile
u_000236,2025-02-09 00:00:00,DE,desktop
u_000237,2025-01-26 00:00:00,DE,desktop
u_000238,2025-01-19 00:00:00,IN,desktop
u_000239,2025-02-07 00:00:00,FR,mobile
u_000240,2025-01-09 00:00:00,DE,desktop
u_000241,2025-02-05 00:00:00,KR,desktop
u_000242,2025-01-06 00:00:00,IN,desktop
u_000243,2025-02-08 00:00:00,BR,desktop
u_000244,2025-02-07 00:00:00,CA,desktop
u_000245,2025-01-06 00:00:00,FR,desktop
u_000246,2025-02-15 00:00:00,JP,desktop
u_000247,2025-01-25 00:00:00,BR,mobile
u_000248,2025-02-17 00:00:00,BR,desktop
u_000249,2025-01-03 00:00:00,IN,desktop
u_000250,2025-01-11 00:00:00,JP,mobile
u_000251,2025-01-30 00:00:00,JP,mobile
u_000252,2025-01-12 00:00:00,DE,desktop
u_000253,2025-01-20 00:00:00,JP,mobile
u_000254,2025-02-09 00:00:00,DE,web
u_000255,2025-01-09 00:00:00,KR,mobile
u_000256,2025-02-10 00:00:00,CA,web
u_000257,2025-01-07 00:00:00,KR,mobile
u_000258,2025-01-11 00:00:00,US,desktop
u_000259,2025-02-05 00:00:00,MX,desktop
u_000260,2025-02-17 00:00:00,US,mobile
u_000261,2025-01-11 00:00:00,MX,web
u_000262,2025-01-18 00:00:00,US,mobile
u_000263,2025-02-25 00:00:00,JP,desktop
u_000264,2025-03-01 00:00:00,BR,mobile
u_000265,2025-02-04 00:00:00,US,desktop
u_000266,2025-01-27 00:00:00,KR,mobile
u_000267,2025-01-21 00:00:00,CA,mobile
u_000268,2025-02-06 00:00:00,BR,mobile
u_000269,2025-02-05 00:00:00,MX,mobile
u_000270,2025-01-18 00:00:00,GB,mobile
u_000271,2025-01-02 00:00:00,GB,mobile
u_000272,2025-01-10 00:00:00,DE,mobile
u_000273,2025-02-27 00:00:00,IN,mobile
u_000274,2025-01-26 00:00:00,BR,mobile
u_000275,2025-01-29 00:00:00,IN,desktop
u_000276,2025-01-29 00:00:00,DE,mobile
u_000277,2025-02-16 00:00:00,US,desktop
u_000278,2025-01-04 00:00:00,GB,mobile
u_000279,2025-01-05 00:00:00,KR,mobile
u_000280,2025-01-17 00:00:00,CA,desktop
u_000281,2025-01-30 00:00:00,GB,desktop
u_000282,2025-02-10 00:00:00,GB,desktop
u_000283,2025-01-30 00:00:00,CA,mobile
u_000284,2025-01-27 00:00:00,KR,desktop
u_000285,2025-02-26 00:00:00,FR,desktop
u_000286,2025-01-10 00:00:00,MX,mobile
u_000287,2025-02-04 00:00:00,FR,mobile
u_000288,2025-02-02 00:00:00,MX,desktop
u_000289,2025-01-29 00:00:00,IN,desktop
u_000290,2025-02-18 00:00:00,GB,web
u_000291,2025-01-17 00:00:00,GB,mobile
u_000292,2025-02-27 00:00:00,DE,mobile
u_000293,2025-01-20 00:00:00,CA,desktop
u_000294,2025-02-02 00:00:00,CA,desktop
u_000295,2025-02-01 00:00:00,FR,desktop
u_000296,2025-02-20 00:00:00,BR,mobile
u_000297,2025-01-27 00:00:00,IN,desktop
u_000298,2025-01-18 00:00:00,DE,desktop
u_000299,2025-01-02 00:00:00,FR,mobile
u_000300,2025-01-22 00:00:00,DE,web
u_000301,2025-02-19 00:00:00,BR,mobile
u_000302,2025-01-01 00:00:00,JP,mobile
u_000303,2025-02-23 00:00:00,FR,mobile
u_000304,2025-02-02 00:00:00,MX,desktop
u_000305,2025-01-09 00:00:00,US,desktop
u_000306,2025-01-19 00:00:00,GB,mobile
u_000307,2025-02-03 00:00:00,BR,desktop
u_000308,2025-01-19 00:00:00,GB,mobile
u_000309,2025-01-07 00:00:00,JP,mobile
u_000310,2025-02-09 00:00:00,DE,web
u_000311,2025-02-10 00:00:00,US,desktop
u_000312,2025-01-08 00:00:00,JP,desktop
u_000313,2025-01-17 00:00:00,US,desktop
u_000314,2025-01-15 00:00:00,DE,desktop
u_000315,2025-02-09 00:00:00,US,desktop
u_000316,2025-02-13 00:00:00,US,desktop
u_000317,2025-02-13 00:00:00,IN,mobile
u_000318,2025-02-26 00:00:00,FR,mobile
u_000319,2025-02-16 00:00:00,CA,web
u_000320,2025-01-20 00:00:00,US,desktop
u_000321,2025-01-07 00:00:00,US,desktop
u_000322,2025-02-06 00:00:00,GB,desktop
u_000323,2025-02-24 00:00:00,KR,desktop
u_000324,2025-02-28 00:00:00,CA,desktop
u_000325,2025-01-14 00:00:00,FR,web
u_000326,2025-01-15 00:00:00,GB,desktop
u_000327,2025-01-03 00:00:00,BR,desktop
u_000328,2025-01-09 00:00:00,US,mobile
u_000329,2025-02-03 00:00:00,BR,mobile
u_000330,2025-02-02 00:00:00,US,mobile
u_000331,2025-01-23 00:00:00,FR,desktop
u_000332,2025-01-19 00:00:00,DE,mobile
u_000333,2025-02-19 00:00:00,FR,desktop
u_000334,2025-01-28 00:00:00,JP,desktop
u_000335,2025-02-18 00:00:00,JP,mobile
u_000336,2025-02-27 00:00:00,IN,mobile
u_000337,2025-01-20 00:00:00,FR,desktop
u_000338,2025-01-13 00:00:00,US,mobile
u_000339,2025-02-27 00:00:00,US,desktop
u_000340,2025-02-08 00:00:00,IN,desktop
u_000341,2025-01-18 00:00:00,GB,desktop
u_000342,2025-02-07 00:00:00,JP,mobile
u_000343,2025-01-31 00:00:00,CA,desktop
u_000344,2025-02-24 00:00:00,JP,mobile
u_000345,2025-01-16 00:00:00,DE,desktop
u_000346,2025-03-01 00:00:00,GB,mobile
u_000347,2025-02-26 00:00:00,CA,mobile
u_000348,2025-01-11 00:00:00,DE,desktop
u_000349,2025-01-10 00:00:00,JP,desktop
u_000350,2025-02-01 00:00:00,JP,desktop
u_000351,2025-01-03 00:00:00,CA,mobile
u_000352,2025-01-18 00:00:00,CA,desktop
u_000353,2025-01-27 00:00:00,IN,mobile
u_000354,2025-02-28 00:00:00,GB,desktop
u_000355,2025-03-01 00:00:00,GB,mobile
u_000356,2025-01-10 00:00:00,IN,mobile
u_000357,2025-02-23 00:00:00,DE,mobile
u_000358,2025-01-06 00:00:00,KR,web
u_000359,2025-02-14 00:00:00,DE,desktop
u_000360,2025-02-20 00:00:00,KR,mobile
u_000361,2025-02-23 00:00:00,CA,desktop
u_000362,2025-01-14 00:00:00,MX,mobile
u_000363,2025-02-23 00:00:00,BR,mobile
u_000364,2025-01-07 00:00:00,CA,mobile
u_000365,2025-02-01 00:00:00,US,mobile
u_000366,2025-01-29 00:00:00,GB,desktop
u_000367,2025-01-19 00:00:00,BR,desktop
u_000368,2025-01-02 00:00:00,BR,desktop
u_000369,2025-02-16 00:00:00,BR,mobile
u_000370,2025-01-21 00:00:00,US,mobile
u_000371,2025-02-09 00:00:00,FR,desktop
u_000372,2025-01-25 00:00:00,US,desktop
u_000373,2025-01-23 00:00:00,GB,desktop
u_000374,2025-02-23 00:00:00,KR,desktop
u_000375,2025-01-06 00:00:00,MX,desktop
u_000376,2025-02-14 00:00:00,FR,mobile
u_000377,2025-02-14 00:00:00,BR,mobile
u_000378,2025-01-23 00:00:00,MX,desktop
u_000379,2025-01-16 00:00:00,KR,mobile
u_000380,2025-01-01 00:00:00,BR,mobile
u_000381,2025-02-26 00:00:00,IN,desktop
u_000382,2025-02-26 00:00:00,MX,desktop
u_000383,2025-01-15 00:00:00,GB,desktop
u_000384,2025-01-02 00:00:00,BR,desktop
u_000385,2025-01-08 00:00:00,FR,mobile
u_000386,2025-01-05 00:00:00,MX,web
u_000387,2025-02-19 00:00:00,MX,desktop
u_000388,2025-02-23 00:00:00,MX,mobile
u_000389,2025-01-10 00:00:00,FR,desktop
u_000390,2025-02-14 00:00:00,IN,mobile
u_000391,2025-01-11 00:00:00,BR,mobile
u_000392,2025-01-23 00:00:00,KR,desktop
u_000393,2025-02-05 00:00:00,DE,desktop
u_000394,2025-02-13 00:00:00,IN,mobile
u_000395,2025-02-22 00:00:00,KR,web
u_000396,2025-01-03 00:00:00,MX,desktop
u_000397,2025-01-12 00:00:00,DE,desktop
u_000398,2025-01-17 00:00:00,DE,desktop
u_000399,2025-01-19 00:00:00,CA,mobile
u_000400,2025-03-01 00:00:00,US,mobile
u_000401,2025-02-16 00:00:00,JP,mobile
u_000402,2025-01-20 00:00:00,CA,mobile
u_000403,2025-02-28 00:00:00,JP,mobile
u_000404,2025-01-30 00:00:00,GB,mobile
u_000405,2025-01-31 00:00:00,FR,desktop
u_000406,2025-01-27 00:00:00,GB,mobile
u_000407,2025-01-09 00:00:00,CA,desktop
u_000408,2025-02-26 00:00:00,IN,desktop
u_000409,2025-01-01 00:00:00,US,web
u_000410,2025-01-11 00:00:00,JP,mobile
u_000411,2025-01-14 00:00:00,US,web
u_000412,2025-01-17 00:00:00,MX,desktop
u_000413,2025-01-08 00:00:00,KR,mobile
u_000414,2025-01-02 00:00:00,GB,mobile
u_000415,2025-02-10 00:00:00,IN,desktop
u_000416,2025-02-28 00:00:00,KR,desktop
u_000417,2025-01-08 00:00:00,DE,mobile
u_000418,2025-01-18 00:00:00,DE,desktop
u_000419,2025-01-31 00:00:00,IN,web
u_000420,2025-02-25 00:00:00,DE,desktop
u_000421,2025-02-11 00:00:00,CA,desktop
u_000422,2025-02-15 00:00:00,BR,mobile
u_000423,2025-02-04 00:00:00,FR,desktop
u_000424,2025-01-26 00:00:00,GB,web
u_000425,2025-01-12 00:00:00,JP,mobile
u_000426,2025-02-21 00:00:00,BR,desktop
u_000427,2025-02-18 00:00:00,GB,mobile
u_000428,2025-01-02 00:00:00,CA,mobile
u_000429,2025-02-12 00:00:00,DE,mobile
u_000430,2025-01-06 00:00:00,BR,mobile
u_000431,2025-02-14 00:00:00,JP,mobile
u_000432,2025-02-19 00:00:00,BR,mobile
u_000433,2025-01-08 00:00:00,GB,desktop
u_000434,2025-01-27 00:00:00,IN,mobile
u_000435,2025-01-08 00:00:00,JP,web
u_000436,2025-02-04 00:00:00,KR,mobile
u_000437,2025-02-25 00:00:00,KR,mobile
u_000438,2025-01-05 00:00:00,FR,desktop
u_000439,2025-01-24 00:00:00,US,mobile
u_000440,2025-02-28 00:00:00,GB,web
u_000441,2025-01-19 00:00:00,US,desktop
u_000442,2025-01-08 00:00:00,US,desktop
u_000443,2025-01-30 00:00:00,DE,mobile
u_000444,2025-01-31 00:00:00,JP,mobile
u_000445,2025-02-09 00:00:00,FR,mobile
u_000446,2025-01-19 00:00:00,CA,desktop
u_000447,2025-02-27 00:00:00,KR,desktop
u_000448,2025-02-01 00:00:00,CA,mobile
u_000449,2025-01-18 00:00:00,BR,mobile
u_000450,2025-02-27 00:00:00,FR,mobile
u_000451,2025-02-25 00:00:00,FR,mobile
u_000452,2025-01-30 00:00:00,US,mobile
u_000453,2025-01-02 00:00:00,IN,mobile
u_000454,2025-02-05 00:00:00,FR,mobile
u_000455,2025-02-03 00:00:00,IN,mobile
u_000456,2025-01-09 00:00:00,FR,mobile
u_000457,2025-02-08 00:00:00,MX,desktop
u_000458,2025-02-20 00:00:00,IN,desktop
u_000459,2025-01-07 00:00:00,US,mobile
u_000460,2025-02-13 00:00:00,GB,mobile
u_000461,2025-01-09 00:00:00,DE,mobile
u_000462,2025-02-14 00:00:00,IN,desktop
u_000463,2025-01-26 00:00:00,JP,mobile
u_000464,2025-01-01 00:00:00,IN,desktop
u_000465,2025-02-27 00:00:00,BR,mobile
u_000466,2025-01-10 00:00:00,GB,mobile
u_000467,2025-02-05 00:00:00,KR,mobile
u_000468,2025-01-11 00:00:00,US,mobile
u_000469,2025-02-25 00:00:00,DE,desktop
u_000470,2025-02-14 00:00:00,FR,desktop
u_000471,2025-02-18 00:00:00,US,mobile
u_000472,2025-01-26 00:00:00,IN,mobile
u_000473,2025-01-29 00:00:00,DE,mobile
u_000474,2025-02-08 00:00:00,BR,desktop
u_000475,2025-02-17 00:00:00,IN,desktop
u_000476,2025-02-20 00:00:00,JP,desktop
u_000477,2025-01-02 00:00:00,BR,desktop
u_000478,2025-02-09 00:00:00,US,desktop
u_000479,2025-01-07 00:00:00,BR,web
u_000480,2025-01-18 00:00:00,KR,mobile
u_000481,2025-02-19 00:00:00,FR,desktop
u_000482,2025-01-16 00:00:00,BR,desktop
u_000483,2025-02-17 00:00:00,GB,desktop
u_000484,2025-01-28 00:00:00,GB,mobile
u_000485,2025-01-14 00:00:00,GB,desktop
u_000486,2025-01-21 00:00:00,DE,mobile
u_000487,2025-02-01 00:00:00,US,mobile
u_000488,2025-02-15 00:00:00,JP,desktop
u_000489,2025-02-06 00:00:00,GB,mobile
u_000490,2025-02-25 00:00:00,GB,web
u_000491,2025-02-22 00:00:00,DE,desktop
u_000492,2025-02-15 00:00:00,MX,desktop
u_000493,2025-02-06 00:00:00,KR,web
u_000494,2025-01-18 00:00:00,IN,mobile
u_000495,2025-01-25 00:00:00,DE,mobile
u_000496,2025-01-08 00:00:00,FR,mobile
u_000497,2025-01-23 00:00:00,FR,desktop
u_000498,2025-02-25 00:00:00,US,mobile
u_000499,2025-01-26 00:00:00,MX,mobile
u_000500,2025-01-07 00:00:00,KR,desktop
u_000501,2025-02-09 00:00:00,US,mobile
u_000502,2025-02-27 00:00:00,CA,web
u_000503,2025-02-22 00:00:00,BR,mobile
u_000504,2025-01-17 00:00:00,US,desktop
u_000505,2025-01-28 00:00:00,BR,desktop
u_000506,2025-02-01 00:00:00,IN,web
u_000507,2025-01-15 00:00:00,KR,web
u_000508,2025-01-17 00:00:00,IN,mobile
u_000509,2025-01-15 00:00:00,BR,mobile
u_000510,2025-03-01 00:00:00,BR,mobile
u_000511,2025-02-14 00:00:00,FR,desktop
u_000512,2025-02-20 00:00:00,MX,desktop
u_000513,2025-02-18 00:00:00,CA,desktop
u_000514,2025-02-27 00:00:00,BR,desktop
u_000515,2025-01-07 00:00:00,FR,mobile
u_000516,2025-02-22 00:00:00,KR,desktop
u_000517,2025-01-04 00:00:00,JP,desktop
u_000518,2025-01-29 00:00:00,BR,mobile
u_000519,2025-02-05 00:00:00,MX,desktop
u_000520,2025-01-22 00:00:00,IN,desktop
u_000521,2025-01-09 00:00:00,US,mobile
u_000522,2025-01-12 00:00:00,DE,desktop
u_000523,2025-02-19 00:00:00,IN,mobile
u_000524,2025-01-20 00:00:00,US,web
u_000525,2025-01-19 00:00:00,GB,desktop
u_000526,2025-02-25 00:00:00,IN,web
u_000527,2025-01-09 00:00:00,MX,web
u_000528,2025-02-24 00:00:00,US,mobile
u_000529,2025-02-25 00:00:00,JP,mobile
u_000530,2025-02-05 00:00:00,MX,mobile
u_000531,2025-01-10 00:00:00,FR,mobile
u_000532,2025-01-10 00:00:00,MX,mobile
u_000533,2025-01-18 00:00:00,BR,desktop
u_000534,2025-02-04 00:00:00,FR,web
u_000535,2025-01-10 00:00:00,MX,mobile
u_000536,2025-01-28 00:00:00,GB,mobile
u_000537,2025-01-07 00:00:00,IN,desktop
u_000538,2025-02-02 00:00:00,JP,desktop
u_000539,2025-01-02 00:00:00,IN,mobile
u_000540,2025-02-12 00:00:00,DE,mobile
u_000541,2025-01-04 00:00:00,MX,desktop
u_000542,2025-01-12 00:00:00,MX,desktop
u_000543,2025-01-11 00:00:00,GB,desktop
u_000544,2025-02-19 00:00:00,FR,mobile
u_000545,2025-01-04 00:00:00,GB,desktop
u_000546,2025-01-26 00:00:00,CA,web
u_000547,2025-02-05 00:00:00,JP,desktop
u_000548,2025-01-31 00:00:00,IN,desktop
u_000549,2025-02-10 00:00:00,BR,desktop
u_000550,2025-02-18 00:00:00,KR,mobile
u_000551,2025-01-24 00:00:00,GB,mobile
u_000552,2025-02-19 00:00:00,DE,mobile
u_000553,2025-01-20 00:00:00,BR,web
u_000554,2025-03-01 00:00:00,MX,desktop
u_000555,2025-01-31 00:00:00,BR,mobile
u_000556,2025-02-14 00:00:00,CA,desktop
u_000557,2025-02-22 00:00:00,FR,desktop
u_000558,2025-02-17 00:00:00,US,mobile
u_000559,2025-02-21 00:00:00,JP,desktop
u_000560,2025-02-02 00:00:00,JP,mobile
u_000561,2025-01-03 00:00:00,GB,mobile
u_000562,2025-01-30 00:00:00,KR,mobile
u_000563,2025-01-11 00:00:00,IN,mobile
u_000564,2025-02-23 00:00:00,IN,mobile
